"行政區","縣市","型態","房價","面積","屋齡","車位","管理"
"桃園縣八德市","桃園縣","大樓",6100000,37.153,1,"無車位","有管理"
"桃園縣八德市","桃園縣","大樓",5370000,28.499,1,"有車位","有管理"
"桃園縣八德市","桃園縣","大樓",6860000,39.794,1,"有車位","有管理"
"桃園縣八德市","桃園縣","大樓",6550000,37.15,1,"有車位","有管理"
"桃園縣平鎮市","桃園縣","公寓",2050000,30.075,32,"無車位","無管理"
"桃園縣八德市","桃園縣","大樓",6980000,39.794,1,"有車位","有管理"
"桃園縣八德市","桃園縣","公寓",3200000,24.109,34,"無車位","無管理"
"桃園縣八德市","桃園縣","大樓",10500000,50.811,1,"有車位","有管理"
"桃園縣八德市","桃園縣","大樓",7980000,40.166,1,"有車位","有管理"
"桃園縣平鎮市","桃園縣","公寓",3200000,29.433,19,"無車位","無管理"
"桃園縣平鎮市","桃園縣","大樓",6880000,43.394,10,"無車位","有管理"
"桃園縣平鎮市","桃園縣","透天",4650000,29.058,35,"無車位","無管理"
"桃園縣平鎮市","桃園縣","透天",650000,10.823,38,"無車位","無管理"
"桃園縣平鎮市","桃園縣","華廈",5750000,38.303,1,"有車位","有管理"
"桃園縣平鎮市","桃園縣","華廈",5500000,38.303,1,"有車位","有管理"
"桃園縣平鎮市","桃園縣","華廈",4300000,29.11,1,"有車位","有管理"
"桃園縣中壢市","桃園縣","透天",2900000,19.203,40,"無車位","無管理"
"桃園縣中壢市","桃園縣","華廈",4300000,31.602,15,"無車位","有管理"
"桃園縣桃園市","桃園縣","透天",29800000,95.124,39,"無車位","無管理"
"桃園縣觀音鄉","桃園縣","透天",16200000,91.679,1,"無車位","無管理"
"桃園縣平鎮市","桃園縣","大樓",9780000,56.398,1,"有車位","有管理"
"桃園縣平鎮市","桃園縣","大樓",11300000,63.474,1,"有車位","有管理"
"桃園縣平鎮市","桃園縣","大樓",10500000,56.398,1,"有車位","有管理"
"桃園縣平鎮市","桃園縣","大樓",8880000,52.578,1,"有車位","有管理"
"桃園縣平鎮市","桃園縣","大樓",8550000,52.578,1,"有車位","有管理"
"桃園縣平鎮市","桃園縣","大樓",7440000,50.076,1,"有車位","有管理"
"桃園縣平鎮市","桃園縣","大樓",7780000,50.076,1,"有車位","有管理"
"桃園縣蘆竹鄉","桃園縣","大樓",8450000,40.493,5,"有車位","有管理"
"桃園縣平鎮市","桃園縣","大樓",6600000,33.163,2,"有車位","有管理"
"桃園縣平鎮市","桃園縣","大樓",4500000,27.352,11,"無車位","無管理"
"桃園縣桃園市","桃園縣","華廈",5200000,21.193,21,"無車位","有管理"
"桃園縣桃園市","桃園縣","華廈",4300000,22.76,14,"無車位","有管理"
"桃園縣平鎮市","桃園縣","大樓",5500000,36.533,10,"有車位","無管理"
"桃園縣桃園市","桃園縣","華廈",1100000,8.373,34,"無車位","有管理"
"桃園縣大溪鎮","桃園縣","華廈",2450000,32.077,21,"無車位","無管理"
"桃園縣八德市","桃園縣","大樓",4800000,37.882,18,"無車位","無管理"
"桃園縣楊梅市","桃園縣","華廈",3600000,44.404,17,"無車位","無管理"
"桃園縣中壢市","桃園縣","大樓",5250000,43.983,14,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",5300000,37.12,30,"無車位","有管理"
"桃園縣平鎮市","桃園縣","大樓",4800000,34.385,20,"無車位","無管理"
"桃園縣平鎮市","桃園縣","大樓",4300000,26.251,10,"無車位","無管理"
"桃園縣蘆竹鄉","桃園縣","大樓",7300000,35.595,9,"有車位","有管理"
"桃園縣平鎮市","桃園縣","大樓",7600000,45.348,1,"有車位","有管理"
"桃園縣平鎮市","桃園縣","大樓",7510000,45.348,1,"有車位","有管理"
"桃園縣平鎮市","桃園縣","大樓",7500000,46.4,1,"有車位","有管理"
"桃園縣平鎮市","桃園縣","大樓",7620000,46.4,1,"有車位","有管理"
"桃園縣平鎮市","桃園縣","大樓",7660000,46.4,1,"有車位","有管理"
"桃園縣平鎮市","桃園縣","華廈",6600000,44.044,16,"有車位","無管理"
"桃園縣桃園市","桃園縣","公寓",2e+06,17.23,29,"無車位","無管理"
"桃園縣楊梅市","桃園縣","大樓",4600000,69.021,19,"有車位","有管理"
"桃園縣桃園市","桃園縣","公寓",2880000,30.453,27,"無車位","無管理"
"桃園縣桃園市","桃園縣","大樓",4700000,24.206,17,"無車位","有管理"
"桃園縣桃園市","桃園縣","套房",3e+06,14.175,16,"無車位","有管理"
"桃園縣桃園市","桃園縣","華廈",6600000,47.97,15,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",5e+06,29.987,20,"無車位","有管理"
"桃園縣桃園市","桃園縣","大樓",11200000,41.742,10,"有車位","有管理"
"桃園縣龜山鄉","桃園縣","華廈",8500000,49.211,19,"有車位","無管理"
"桃園縣平鎮市","桃園縣","公寓",2350000,25.755,33,"無車位","無管理"
"桃園縣平鎮市","桃園縣","華廈",7e+06,50.076,20,"有車位","有管理"
"桃園縣平鎮市","桃園縣","大樓",3200000,17.5,7,"無車位","有管理"
"桃園縣平鎮市","桃園縣","華廈",5330000,32.531,21,"無車位","有管理"
"桃園縣平鎮市","桃園縣","華廈",6500000,26.547,6,"有車位","無管理"
"桃園縣八德市","桃園縣","華廈",5100000,40.024,16,"有車位","有管理"
"桃園縣八德市","桃園縣","大樓",7900000,35.574,7,"無車位","有管理"
"桃園縣大園鄉","桃園縣","大樓",15400000,49.298,1,"有車位","有管理"
"桃園縣蘆竹鄉","桃園縣","華廈",9400000,37.017,2,"有車位","有管理"
"桃園縣蘆竹鄉","桃園縣","大樓",17800000,63.673,1,"有車位","有管理"
"桃園縣蘆竹鄉","桃園縣","大樓",12300000,57.297,1,"有車位","有管理"
"桃園縣蘆竹鄉","桃園縣","大樓",12700000,57.294,1,"有車位","有管理"
"桃園縣蘆竹鄉","桃園縣","大樓",16700000,66.508,1,"有車位","有管理"
"桃園縣蘆竹鄉","桃園縣","大樓",17600000,66.508,1,"有車位","有管理"
"桃園縣蘆竹鄉","桃園縣","大樓",13700000,57.294,1,"有車位","有管理"
"桃園縣蘆竹鄉","桃園縣","大樓",17700000,66.508,1,"有車位","有管理"
"桃園縣蘆竹鄉","桃園縣","大樓",15800000,63.673,1,"有車位","有管理"
"桃園縣蘆竹鄉","桃園縣","華廈",7650000,38.886,14,"有車位","有管理"
"桃園縣大園鄉","桃園縣","透天",18500000,102.656,34,"無車位","無管理"
"桃園縣蘆竹鄉","桃園縣","大樓",3450000,26.98,19,"有車位","有管理"
"桃園縣楊梅市","桃園縣","華廈",3100000,32.703,9,"有車位","有管理"
"桃園縣楊梅市","桃園縣","華廈",3570000,32.253,9,"無車位","有管理"
"桃園縣楊梅市","桃園縣","大樓",3820000,28.184,20,"無車位","有管理"
"桃園縣楊梅市","桃園縣","大樓",5e+06,33.593,10,"有車位","有管理"
"桃園縣楊梅市","桃園縣","華廈",2300000,30.168,21,"無車位","有管理"
"桃園縣大溪鎮","桃園縣","透天",2200000,18.005,38,"無車位","無管理"
"桃園縣大溪鎮","桃園縣","透天",1.3e+07,67.058,1,"無車位","無管理"
"桃園縣中壢市","桃園縣","大樓",2600000,12.871,5,"無車位","有管理"
"桃園縣中壢市","桃園縣","華廈",1100000,9.326,20,"無車位","有管理"
"桃園縣中壢市","桃園縣","公寓",4200000,27.639,26,"無車位","無管理"
"桃園縣中壢市","桃園縣","大樓",3650000,25.464,20,"無車位","有管理"
"桃園縣中壢市","桃園縣","華廈",4800000,30.813,21,"無車位","無管理"
"桃園縣中壢市","桃園縣","公寓",2030000,22.179,22,"無車位","無管理"
"桃園縣中壢市","桃園縣","公寓",3080000,28.586,25,"無車位","無管理"
"桃園縣中壢市","桃園縣","華廈",4300000,40.786,18,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",7100000,37.643,1,"有車位","有管理"
"桃園縣中壢市","桃園縣","大樓",5800000,57.281,11,"有車位","有管理"
"桃園縣中壢市","桃園縣","透天",10800000,26.983,43,"無車位","無管理"
"桃園縣觀音鄉","桃園縣","透天",4400000,46.062,19,"無車位","無管理"
"桃園縣中壢市","桃園縣","公寓",3550000,25.316,34,"無車位","無管理"
"桃園縣桃園市","桃園縣","大樓",5550000,37.691,21,"有車位","有管理"
"桃園縣桃園市","桃園縣","華廈",13800000,47.372,1,"有車位","無管理"
"桃園縣桃園市","桃園縣","華廈",1300000,10.92,20,"無車位","有管理"
"桃園縣桃園市","桃園縣","大樓",15700000,57.829,10,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",7200000,36.881,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","透天",1300000,14.399,21,"無車位","無管理"
"桃園縣桃園市","桃園縣","大樓",23800000,78.514,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",23600000,78.514,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",23600000,78.514,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",22500000,78.514,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",25700000,78.55,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","公寓",3150000,26.091,35,"無車位","無管理"
"桃園縣桃園市","桃園縣","大樓",5400000,33.813,19,"無車位","有管理"
"桃園縣桃園市","桃園縣","公寓",15400000,54.096,33,"無車位","無管理"
"桃園縣桃園市","桃園縣","公寓",4e+06,34.918,33,"無車位","無管理"
"桃園縣桃園市","桃園縣","透天",1.4e+07,52.205,43,"無車位","無管理"
"桃園縣龜山鄉","桃園縣","公寓",2300000,15.893,38,"無車位","無管理"
"桃園縣桃園市","桃園縣","大樓",1e+07,41.981,9,"有車位","有管理"
"桃園縣龜山鄉","桃園縣","公寓",10500000,49.304,22,"無車位","無管理"
"桃園縣桃園市","桃園縣","大樓",8600000,41.545,22,"有車位","有管理"
"桃園縣桃園市","桃園縣","公寓",5900000,35.931,27,"無車位","無管理"
"桃園縣桃園市","桃園縣","華廈",1950000,10.497,12,"無車位","有管理"
"桃園縣桃園市","桃園縣","大樓",5100000,31.472,19,"無車位","有管理"
"桃園縣桃園市","桃園縣","套房",1500000,8.718,17,"無車位","有管理"
"桃園縣龜山鄉","桃園縣","華廈",12400000,40.087,2,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",1e+07,52.317,11,"有車位","有管理"
"桃園縣桃園市","桃園縣","華廈",6500000,49.271,32,"無車位","有管理"
"桃園縣桃園市","桃園縣","大樓",1.1e+07,38.663,13,"有車位","有管理"
"桃園縣桃園市","桃園縣","華廈",7800000,52.671,11,"有車位","有管理"
"桃園縣龜山鄉","桃園縣","公寓",3600000,22.706,34,"無車位","無管理"
"桃園縣桃園市","桃園縣","透天",4e+06,17.687,42,"無車位","無管理"
"桃園縣桃園市","桃園縣","大樓",1.4e+07,62.781,1,"有車位","有管理"
"桃園縣龜山鄉","桃園縣","大樓",5600000,41.923,11,"無車位","有管理"
"桃園縣桃園市","桃園縣","大樓",2560000,15.485,19,"無車位","有管理"
"桃園縣桃園市","桃園縣","大樓",4350000,35.659,20,"無車位","有管理"
"桃園縣桃園市","桃園縣","華廈",4600000,25.737,12,"無車位","有管理"
"桃園縣桃園市","桃園縣","大樓",12200000,38.064,10,"有車位","有管理"
"桃園縣龜山鄉","桃園縣","公寓",9450000,36.917,13,"有車位","無管理"
"桃園縣桃園市","桃園縣","大樓",9640000,38.738,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",8500000,29.545,19,"有車位","有管理"
"桃園縣桃園市","桃園縣","透天",3e+06,18.389,39,"無車位","無管理"
"桃園縣桃園市","桃園縣","大樓",6300000,46.458,19,"有車位","無管理"
"桃園縣桃園市","桃園縣","大樓",10600000,39.086,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",36300000,111.132,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",38400000,111.132,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",32800000,111.329,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",32400000,111.329,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",23600000,78.816,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",22400000,78.314,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",19800000,72.107,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",23600000,72.104,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",2e+07,72.107,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",23700000,72.104,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",23400000,71.919,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",23500000,71.919,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",23600000,71.919,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",23600000,71.919,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",6200000,36.191,21,"無車位","有管理"
"桃園縣龜山鄉","桃園縣","大樓",6e+06,38.735,3,"有車位","有管理"
"桃園縣龜山鄉","桃園縣","大樓",6380000,53.942,12,"無車位","有管理"
"桃園縣桃園市","桃園縣","公寓",3450000,28.108,34,"無車位","無管理"
"桃園縣桃園市","桃園縣","大樓",5750000,33.995,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",4330000,27.679,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",6150000,35.765,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","透天",1.5e+07,41.745,44,"無車位","無管理"
"桃園縣桃園市","桃園縣","華廈",1.6e+07,64.971,1,"有車位","無管理"
"桃園縣桃園市","桃園縣","大樓",50600000,111.601,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",41400000,84.703,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",80300000,161.084,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",78400000,160.038,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",7500000,45.257,19,"無車位","有管理"
"桃園縣桃園市","桃園縣","大樓",23100000,69.548,4,"有車位","有管理"
"桃園縣觀音鄉","桃園縣","透天",6400000,54.241,17,"無車位","無管理"
"桃園縣中壢市","桃園縣","套房",2180000,13.222,11,"無車位","有管理"
"桃園縣中壢市","桃園縣","公寓",2350000,25.168,32,"無車位","無管理"
"桃園縣中壢市","桃園縣","透天",1.8e+07,37.195,37,"無車位","無管理"
"桃園縣中壢市","桃園縣","大樓",8280000,50.094,20,"有車位","有管理"
"桃園縣中壢市","桃園縣","大樓",3550000,22.182,20,"無車位","有管理"
"桃園縣中壢市","桃園縣","大樓",9e+06,42.652,3,"有車位","有管理"
"桃園縣中壢市","桃園縣","公寓",1300000,20.11,33,"無車位","無管理"
"桃園縣中壢市","桃園縣","大樓",7e+06,56.891,11,"無車位","有管理"
"桃園縣楊梅市","桃園縣","華廈",2700000,28.78,20,"無車位","有管理"
"桃園縣楊梅市","桃園縣","大樓",2280000,31.1,19,"無車位","無管理"
"桃園縣楊梅市","桃園縣","華廈",3760000,35.707,21,"無車位","有管理"
"桃園縣楊梅市","桃園縣","華廈",3e+06,26.971,7,"有車位","有管理"
"桃園縣楊梅市","桃園縣","華廈",3e+06,36.058,19,"有車位","有管理"
"桃園縣楊梅市","桃園縣","華廈",2600000,30.383,21,"無車位","無管理"
"桃園縣楊梅市","桃園縣","華廈",1900000,18.135,7,"無車位","有管理"
"桃園縣蘆竹鄉","桃園縣","大樓",42300000,129.219,2,"有車位","有管理"
"桃園縣蘆竹鄉","桃園縣","大樓",42300000,129.219,2,"有車位","有管理"
"桃園縣蘆竹鄉","桃園縣","大樓",42400000,129.219,2,"有車位","有管理"
"桃園縣蘆竹鄉","桃園縣","大樓",42400000,129.219,2,"有車位","有管理"
"桃園縣蘆竹鄉","桃園縣","大樓",45800000,138.557,2,"有車位","有管理"
"桃園縣蘆竹鄉","桃園縣","大樓",39500000,119.385,2,"有車位","有管理"
"桃園縣蘆竹鄉","桃園縣","大樓",1.5e+07,117.391,14,"有車位","有管理"
"桃園縣蘆竹鄉","桃園縣","大樓",3850000,18.331,17,"無車位","有管理"
"桃園縣蘆竹鄉","桃園縣","大樓",8150000,30.123,12,"無車位","有管理"
"桃園縣蘆竹鄉","桃園縣","大樓",8250000,39.31,15,"無車位","有管理"
"桃園縣八德市","桃園縣","大樓",5770000,38.203,1,"有車位","有管理"
"桃園縣八德市","桃園縣","大樓",5780000,37.649,1,"有車位","有管理"
"桃園縣八德市","桃園縣","大樓",5410000,37.525,1,"有車位","有管理"
"桃園縣八德市","桃園縣","大樓",5230000,37.755,1,"有車位","有管理"
"桃園縣八德市","桃園縣","大樓",5720000,38.109,1,"有車位","有管理"
"桃園縣八德市","桃園縣","大樓",7020000,49.211,1,"有車位","有管理"
"桃園縣平鎮市","桃園縣","大樓",3950000,42.347,8,"無車位","無管理"
"桃園縣平鎮市","桃園縣","透天",1.6e+07,140.29,24,"無車位","有管理"
"桃園縣平鎮市","桃園縣","透天",2450000,16.65,39,"無車位","無管理"
"桃園縣平鎮市","桃園縣","透天",3150000,26.242,36,"無車位","無管理"
"桃園縣桃園市","桃園縣","大樓",5500000,24.669,9,"無車位","有管理"
"桃園縣桃園市","桃園縣","大樓",7950000,105.642,20,"有車位","有管理"
"桃園縣中壢市","桃園縣","公寓",4200000,25.325,33,"無車位","無管理"
"桃園縣楊梅市","桃園縣","華廈",2500000,35.931,21,"無車位","有管理"
"桃園縣八德市","桃園縣","華廈",8500000,45.732,6,"有車位","有管理"
"桃園縣平鎮市","桃園縣","大樓",5500000,30.226,19,"有車位","有管理"
"桃園縣平鎮市","桃園縣","華廈",4350000,40.051,19,"無車位","無管理"
"桃園縣龜山鄉","桃園縣","透天",8680000,94.658,34,"無車位","無管理"
"桃園縣中壢市","桃園縣","套房",1430000,11.546,17,"無車位","有管理"
"桃園縣平鎮市","桃園縣","公寓",1750000,10.575,38,"無車位","無管理"
"桃園縣楊梅市","桃園縣","華廈",3900000,30.689,15,"無車位","有管理"
"桃園縣楊梅市","桃園縣","公寓",1820000,29.721,36,"無車位","無管理"
"桃園縣楊梅市","桃園縣","公寓",1820000,19.941,36,"無車位","無管理"
"桃園縣蘆竹鄉","桃園縣","大樓",4e+06,23.634,18,"無車位","有管理"
"桃園縣平鎮市","桃園縣","透天",2900000,15.627,36,"無車位","無管理"
"桃園縣桃園市","桃園縣","大樓",4100000,19.799,3,"無車位","有管理"
"桃園縣蘆竹鄉","桃園縣","套房",1800000,11.059,19,"無車位","有管理"
"桃園縣八德市","桃園縣","大樓",6200000,51.25,16,"有車位","有管理"
"桃園縣楊梅市","桃園縣","華廈",2300000,25.546,18,"無車位","有管理"
"桃園縣中壢市","桃園縣","大樓",8380000,42.559,9,"有車位","有管理"
"桃園縣桃園市","桃園縣","公寓",2750000,23.891,30,"無車位","無管理"
"桃園縣桃園市","桃園縣","透天",10200000,23.401,43,"無車位","無管理"
"桃園縣平鎮市","桃園縣","華廈",5e+06,33.405,14,"無車位","有管理"
"桃園縣平鎮市","桃園縣","大樓",3200000,23.199,19,"無車位","有管理"
"桃園縣平鎮市","桃園縣","大樓",6980000,38.65,15,"有車位","有管理"
"桃園縣平鎮市","桃園縣","透天",3700000,25.864,36,"無車位","無管理"
"桃園縣八德市","桃園縣","大樓",7900000,39.231,17,"有車位","有管理"
"桃園縣八德市","桃園縣","套房",3960000,30.468,32,"無車位","無管理"
"桃園縣八德市","桃園縣","華廈",4900000,31.533,19,"無車位","有管理"
"桃園縣八德市","桃園縣","大樓",5250000,13.676,1,"有車位","有管理"
"桃園縣八德市","桃園縣","大樓",3200000,15.606,7,"無車位","有管理"
"桃園縣八德市","桃園縣","大樓",10500000,48.684,3,"有車位","有管理"
"桃園縣蘆竹鄉","桃園縣","大樓",2500000,12.13,18,"無車位","有管理"
"桃園縣蘆竹鄉","桃園縣","大樓",29100000,90.931,1,"有車位","有管理"
"桃園縣蘆竹鄉","桃園縣","大樓",29600000,90.26,1,"有車位","有管理"
"桃園縣蘆竹鄉","桃園縣","大樓",29600000,90.26,1,"有車位","有管理"
"桃園縣蘆竹鄉","桃園縣","大樓",8300000,27.149,2,"有車位","有管理"
"桃園縣蘆竹鄉","桃園縣","大樓",18200000,67.615,1,"有車位","有管理"
"桃園縣蘆竹鄉","桃園縣","大樓",21900000,81.602,1,"有車位","有管理"
"桃園縣蘆竹鄉","桃園縣","大樓",1.6e+07,70.38,3,"有車位","有管理"
"桃園縣蘆竹鄉","桃園縣","華廈",7500000,26.998,1,"有車位","有管理"
"桃園縣蘆竹鄉","桃園縣","大樓",7740000,42.395,1,"有車位","有管理"
"桃園縣楊梅市","桃園縣","華廈",2600000,44.622,20,"無車位","無管理"
"桃園縣楊梅市","桃園縣","華廈",4600000,35.123,1,"有車位","有管理"
"桃園縣楊梅市","桃園縣","華廈",5e+06,37.664,1,"有車位","有管理"
"桃園縣楊梅市","桃園縣","華廈",5020000,38.345,1,"有車位","有管理"
"桃園縣楊梅市","桃園縣","華廈",5260000,38.2,1,"有車位","有管理"
"桃園縣楊梅市","桃園縣","華廈",5120000,37.737,1,"有車位","有管理"
"桃園縣楊梅市","桃園縣","華廈",4690000,35.138,8,"無車位","有管理"
"桃園縣楊梅市","桃園縣","透天",5100000,48.333,25,"無車位","無管理"
"桃園縣楊梅市","桃園縣","透天",9500000,73.834,19,"無車位","無管理"
"桃園縣楊梅市","桃園縣","華廈",5200000,37.737,1,"有車位","有管理"
"桃園縣楊梅市","桃園縣","華廈",5370000,38.2,1,"有車位","有管理"
"桃園縣大溪鎮","桃園縣","透天",2880000,26.263,33,"無車位","無管理"
"桃園縣中壢市","桃園縣","套房",2200000,14.759,20,"無車位","有管理"
"桃園縣中壢市","桃園縣","大樓",1.1e+07,44.74,16,"有車位","有管理"
"桃園縣中壢市","桃園縣","透天",8600000,51.597,25,"無車位","無管理"
"桃園縣中壢市","桃園縣","大樓",4300000,34.576,20,"無車位","有管理"
"桃園縣中壢市","桃園縣","透天",6500000,29.724,35,"無車位","無管理"
"桃園縣中壢市","桃園縣","大樓",4250000,15.328,9,"無車位","有管理"
"桃園縣中壢市","桃園縣","大樓",3400000,16.94,4,"無車位","有管理"
"桃園縣中壢市","桃園縣","華廈",7e+06,43.218,23,"無車位","無管理"
"桃園縣中壢市","桃園縣","華廈",4800000,37.634,18,"有車位","無管理"
"桃園縣中壢市","桃園縣","華廈",6100000,45.844,25,"無車位","有管理"
"桃園縣龜山鄉","桃園縣","華廈",6680000,28.254,19,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",10900000,41.963,13,"有車位","有管理"
"桃園縣桃園市","桃園縣","透天",13300000,29.73,43,"無車位","無管理"
"桃園縣桃園市","桃園縣","華廈",11200000,62.064,22,"有車位","無管理"
"桃園縣龜山鄉","桃園縣","公寓",5e+06,28.792,35,"無車位","無管理"
"桃園縣桃園市","桃園縣","大樓",2750000,14.069,16,"無車位","有管理"
"桃園縣桃園市","桃園縣","華廈",4e+06,26.154,21,"無車位","有管理"
"桃園縣龜山鄉","桃園縣","華廈",8150000,34.207,9,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",8500000,37.982,7,"有車位","有管理"
"桃園縣桃園市","桃園縣","透天",2.5e+07,66.048,41,"無車位","無管理"
"桃園縣桃園市","桃園縣","大樓",8400000,49.226,19,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",3580000,24.206,19,"有車位","有管理"
"桃園縣龜山鄉","桃園縣","華廈",7300000,45.895,9,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",2e+07,58.101,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","華廈",3500000,25.619,21,"無車位","無管理"
"桃園縣桃園市","桃園縣","大樓",4520000,15.99,5,"無車位","有管理"
"桃園縣桃園市","桃園縣","大樓",10800000,34.663,6,"有車位","有管理"
"桃園縣桃園市","桃園縣","透天",7200000,39.352,28,"無車位","無管理"
"桃園縣桃園市","桃園縣","大樓",4400000,22.815,20,"無車位","有管理"
"桃園縣桃園市","桃園縣","大樓",5360000,34.195,20,"無車位","有管理"
"桃園縣桃園市","桃園縣","大樓",4100000,22.082,19,"無車位","有管理"
"桃園縣桃園市","桃園縣","公寓",2580000,25.694,34,"無車位","無管理"
"桃園縣桃園市","桃園縣","大樓",2150000,13.985,19,"無車位","有管理"
"桃園縣龜山鄉","桃園縣","透天",3200000,19.372,45,"無車位","無管理"
"桃園縣桃園市","桃園縣","公寓",3600000,27.703,33,"無車位","無管理"
"桃園縣桃園市","桃園縣","華廈",3300000,37.979,11,"無車位","無管理"
"桃園縣桃園市","桃園縣","公寓",7500000,32.667,32,"無車位","無管理"
"桃園縣桃園市","桃園縣","華廈",6500000,42.822,22,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",5410000,20.812,11,"無車位","有管理"
"桃園縣龜山鄉","桃園縣","套房",7200000,21.372,5,"有車位","有管理"
"桃園縣桃園市","桃園縣","華廈",5500000,43.545,20,"無車位","有管理"
"桃園縣桃園市","桃園縣","大樓",10100000,47.323,2,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",10200000,45.535,17,"有車位","有管理"
"桃園縣桃園市","桃園縣","華廈",22800000,86.134,5,"無車位","無管理"
"桃園縣桃園市","桃園縣","大樓",4920000,31.705,16,"有車位","有管理"
"桃園縣桃園市","桃園縣","公寓",3650000,20.437,34,"無車位","無管理"
"桃園縣龜山鄉","桃園縣","套房",1720000,8.742,9,"無車位","無管理"
"桃園縣桃園市","桃園縣","大樓",6100000,92.716,21,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",5100000,33.193,20,"無車位","有管理"
"桃園縣龜山鄉","桃園縣","大樓",8200000,52.472,6,"有車位","有管理"
"桃園縣龜山鄉","桃園縣","套房",2600000,8.34,10,"無車位","有管理"
"桃園縣桃園市","桃園縣","大樓",5e+06,21.571,3,"無車位","有管理"
"桃園縣桃園市","桃園縣","公寓",2650000,23.601,33,"無車位","無管理"
"桃園縣桃園市","桃園縣","大樓",8e+06,33.998,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",7890000,36.881,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",7770000,36.881,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",11400000,49.843,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",6990000,37.195,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",8130000,38.309,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",9240000,40.066,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",4880000,26.106,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",8300000,38.653,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",6470000,27.603,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",9390000,39.213,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",12900000,62.034,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",7570000,36.881,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",5250000,28.027,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",5660000,28.399,1,"無車位","有管理"
"桃園縣桃園市","桃園縣","大樓",5730000,28.399,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",7410000,37.195,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",9190000,39.104,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",4820000,28.027,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",5620000,27.527,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",9150000,38.284,1,"有車位","有管理"
"桃園縣桃園市","桃園縣","大樓",7590000,38.284,1,"有車位","有管理"
